50
50
0.256767	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	0.285894	0.276295	0.266574	0.256766	0.246908	0.237033	0.227174	
0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	0.285894	0.276295	0.266574	0.256767	0.246908	0.237033	
0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	0.285894	0.276295	0.266574	0.256767	0.246908	
0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	0.285894	0.276295	0.266574	0.256767	
0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	0.285894	0.276295	0.266574	
0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	0.285894	0.276295	
0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	0.285894	
0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	0.295335	
0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	0.304579	
0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	0.313589	
0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	0.322329	
0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	0.330761	
0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	0.338848	
0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	0.346555	
0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	0.353848	
0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	0.360692	
0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	0.367057	
0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	0.372913	
0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	0.378231	
0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	0.382987	
0.0855094	0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	0.387157	
0.0795317	0.0855094	0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	0.39072	
0.0738488	0.0795317	0.0855094	0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	0.393661	
0.0684579	0.0738488	0.0795317	0.0855094	0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256766	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	0.395963	
0.0633548	0.0684579	0.0738488	0.0795317	0.0855094	0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256767	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	0.397615	
0.0585346	0.0633548	0.0684579	0.0738488	0.0795317	0.0855094	0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256767	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	0.39861	
0.053991	0.0585346	0.0633548	0.0684579	0.0738488	0.0795317	0.0855094	0.0917832	0.0983534	0.105219	0.112375	0.119819	0.127544	0.13554	0.143798	0.152305	0.161047	0.170007	0.179167	0.188506	0.198002	0.20763	0.217363	0.227174	0.237033	0.246908	0.256767	0.266574	0.276295	0.285894	0.295335	0.304579	0.313589	0.322329	0.330761	0.338848	0.346555	0.353848	0.360692	0.367057	0.372913	0.378231	0.382987	0.387157	0.39072	0.393661	0.395963	0.397615	0.39861	0.398942	
